,landmark_id,category,landmark_name,image_url,country_code,lat_long
795,795,http://commons.wikimedia.org/wiki/Category:Place_du_March%C3%A9-Sainte-Catherine_(Paris),place du Marché-Sainte-Catherine ,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/France_20101125-140503_27720_PlMarcheSteCatherine.jpg/500px-France_20101125-140503_27720_PlMarcheSteCatherine.jpg,FR,"48.86, 2.36"
796,796,http://commons.wikimedia.org/wiki/Category:Dokumentationszentrum_Reichsparteitagsgel%C3%A4nde,Documentation Center Nazi Party Rally Grounds ,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Documentation_center_entrance_nuernberg_may2011.jpg/500px-Documentation_center_entrance_nuernberg_may2011.jpg,DE,"49.4339, 11.1128"
797,797,http://commons.wikimedia.org/wiki/Category:Museu_de_Cultures_del_M%C3%B3n,Museu de Cultures del Món ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Museu_Cultures_del_m%C3%B3n_tardor_2015_4.jpg/500px-Museu_Cultures_del_m%C3%B3n_tardor_2015_4.jpg,ES,"41.38511, 2.18088"
798,798,http://commons.wikimedia.org/wiki/Category:St._Mauritiuskirche_(Hittfeld),St. Mauritiuskirche (Hittfeld) ,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Hittfelder_Kirche.jpg/500px-Hittfelder_Kirche.jpg,DE,"53.385556, 9.984444"
799,799,http://commons.wikimedia.org/wiki/Category:Hollywood_Reservoir,Hollywood Reservoir ,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Lake_Hollywood_Reservoir_by_clinton_steeds.jpg/500px-Lake_Hollywood_Reservoir_by_clinton_steeds.jpg,,
800,800,http://commons.wikimedia.org/wiki/Category:Glenveagh,Glenveagh National Park ,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Glenveagh_National_Park_-_Lough_Gleann.JPG/500px-Glenveagh_National_Park_-_Lough_Gleann.JPG,IE,
801,801,http://commons.wikimedia.org/wiki/Category:Strata_Florida_Abbey,Strata Florida Abbey ,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Cadw_logo.png/500x-Cadw_logo.png,,
802,802,http://commons.wikimedia.org/wiki/Category:Jamaica_Bay_Wildlife_Refuge,Jamaica Bay Wildlife Refuge ,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/A_somewhat_smoggy_Midtown_Manhattan_skyline_as_seen_from_Jamaica_Bay_-_panoramio.jpg/500px-A_somewhat_smoggy_Midtown_Manhattan_skyline_as_seen_from_Jamaica_Bay_-_panoramio.jpg,,
803,803,http://commons.wikimedia.org/wiki/Category:St._Markus_(M%C3%BCnchen),,//commons.wikimedia.org/wiki/Special:CentralAutoLogin/500rt?type=1x1,,
804,804,"http://commons.wikimedia.org/wiki/Category:HMS_Erebus_(ship,_1826)",HMS Erebus ,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/HMS_Terror_-_ILN_1845_%28cropped%29.jpg/500px-HMS_Terror_-_ILN_1845_%28cropped%29.jpg,,
805,805,http://commons.wikimedia.org/wiki/Category:Cond%C3%A9_Nast_Building,,//commons.wikimedia.org/wiki/Special:CentralAutoLogin/500rt?type=1x1,,
806,806,http://commons.wikimedia.org/wiki/Category:Our_Lady_Church_in_M%C3%A1travereb%C3%A9ly,Our Lady Church in Mátraverebély ,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Matraverebely-templom01.JPG/500px-Matraverebely-templom01.JPG,HU,"47.987155, 19.747063"
807,807,http://commons.wikimedia.org/wiki/Category:107th_U.S._Infantry_Memorial_(Central_Park),107th Infantry Memorial ,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/107th_Infantry_Memorial%2C_Central_Park%2C_NYC.JPG/500px-107th_Infantry_Memorial%2C_Central_Park%2C_NYC.JPG,,
808,808,http://commons.wikimedia.org/wiki/Category:Yokosuka_Museum_of_Art,Yokosuka Museum of Art ,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Yokosuka_Museum_of_Art_2009.jpg/500px-Yokosuka_Museum_of_Art_2009.jpg,,"35.259442, 139.737936"
809,809,http://commons.wikimedia.org/wiki/Category:Wetterhorn,Wetterhorn ,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Wetterhorn_and_B%C3%A4rglistock.jpg/500px-Wetterhorn_and_B%C3%A4rglistock.jpg,CH,"46.63875, 8.11553"
810,810,"http://commons.wikimedia.org/wiki/Category:Cementerio_del_Buceo,_Montevideo",Cementerio del Buceo ,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Cementerio_del_Buceo_5.jpg/500px-Cementerio_del_Buceo_5.jpg,UY,
811,811,"http://commons.wikimedia.org/wiki/Category:Markt_64,_Steenwijk",Steenwijk city museum ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Openstreetmap_logo.svg/500x-Openstreetmap_logo.svg.png,,"52.786, 6.117"
812,812,http://commons.wikimedia.org/wiki/Category:Mount_Longonot,Mount Longonot ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/MtLongonot1.jpg/500px-MtLongonot1.jpg,KE,"-0.9153, 36.4569"
813,813,http://commons.wikimedia.org/wiki/Category:Dippelsdorfer_Teich,Dippelsdorfer Teich ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Dippelsdorfer_Teich.jpg/500px-Dippelsdorfer_Teich.jpg,DE,"51.1438, 13.6651"
814,814,http://commons.wikimedia.org/wiki/Category:Zachatskaya_Tower_of_Nizhny_Novgorod_Kremlin,Zachatskaya Tower of Nizhny Novgorod Kremlin ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Ministry_of_Culture_RF.png/500x-Ministry_of_Culture_RF.png,,"56.330833, 44.0035"
815,815,http://commons.wikimedia.org/wiki/Category:Palace_in_Jod%C5%82ownik,Palace in Jodłownik ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Distinctive_emblem_for_cultural_property.svg/500x-Distinctive_emblem_for_cultural_property.svg.png,PL,"50.6, 16.6"
816,816,http://commons.wikimedia.org/wiki/Category:Schloss_Wilfersdorf,Wilfersdorf Castle ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Denkmalschutz-AT.svg/500x-Denkmalschutz-AT.svg.png,,"48.5853, 16.6456"
817,817,http://commons.wikimedia.org/wiki/Category:Czocha_Castle,Czocha Castle ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Distinctive_emblem_for_cultural_property.svg/500x-Distinctive_emblem_for_cultural_property.svg.png,,"51.0306, 15.3036"
818,818,http://commons.wikimedia.org/wiki/Category:Saint_Andrew_Skete_(Solovki),Saint Andrew Skete (Solovki) ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Ministry_of_Culture_RF.png/500x-Ministry_of_Culture_RF.png,,"64.97044, 35.65347"
819,819,"http://commons.wikimedia.org/wiki/Category:Plaza_de_San_Jorge,_C%C3%A1ceres","Plaza de San Jorge, Cáceres ",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Caceres_San_Jorge_plaza_San_Jorge.jpg/500px-Caceres_San_Jorge_plaza_San_Jorge.jpg,ES,
820,820,http://commons.wikimedia.org/wiki/Category:Grandmother_Mountain_(North_Carolina),Grandmother Mountain ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Grandmother_Mountain%2C_from_atop_Grandfather_Mountain.jpg/500px-Grandmother_Mountain%2C_from_atop_Grandfather_Mountain.jpg,,
821,821,http://commons.wikimedia.org/wiki/Category:Nyoigatake,Nyoiga-take ,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Daimonji_trail_001.jpg/500px-Daimonji_trail_001.jpg,JP,"35.016797, 135.825939"
822,822,http://commons.wikimedia.org/wiki/Category:Sankt_Alto_und_Birgitta_(Altom%C3%BCnster),,//commons.wikimedia.org/wiki/Special:CentralAutoLogin/500rt?type=1x1,,
823,823,http://commons.wikimedia.org/wiki/Category:Lexington_Reservoir,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Lexington_Reservoice.jpg/500px-Lexington_Reservoice.jpg,,
824,824,http://commons.wikimedia.org/wiki/Category:George_M._Holmes_Convocation_Center,George M. Holmes Convocation Center ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/AppHolmesCenter2.jpg/500px-AppHolmesCenter2.jpg,,
825,825,http://commons.wikimedia.org/wiki/Category:Ferdinand_Magellan_Railcar,Ferdinand Magellan ,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/500x-Logo_of_the_United_States_National_Park_Service.svg.png,,
826,826,"http://commons.wikimedia.org/wiki/Category:Centrumhuset,_G%C3%B6teborg","Centrumhuset, Göteborg ",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Centrumhuset.jpg/500px-Centrumhuset.jpg,SE,"57.70472, 11.96972"
827,827,http://commons.wikimedia.org/wiki/Category:Sevastopol_Bays,Sevastopol Bays ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Info_non-talk.svg/500x-Info_non-talk.svg.png,,"44.6194, 33.54"
828,828,http://commons.wikimedia.org/wiki/Category:Museo_de_Cera_Veracruz,Q5483422 ,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Wikidata-logo.svg/500x-Wikidata-logo.svg.png,MX,
829,829,"http://commons.wikimedia.org/wiki/Category:Evangelical_Cathedral,_Sibiu",Sibiu Lutheran Cathedral ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Catedrala_evanghelica_din_Sibiu.jpg/500px-Catedrala_evanghelica_din_Sibiu.jpg,RO,"45.7978, 24.1498"
830,830,http://commons.wikimedia.org/wiki/Category:Kentwell_Hall,Kentwell Hall ,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Kentwell_01.jpg/500px-Kentwell_01.jpg,,"52.0983, 0.7185"
831,831,http://commons.wikimedia.org/wiki/Category:Abbey_Road,Abbey Road ,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Abbey_Road_zebra_crossing%2C_London_2007-03-31.jpg/500px-Abbey_Road_zebra_crossing%2C_London_2007-03-31.jpg,,
832,832,http://commons.wikimedia.org/wiki/Category:Moyns_Park,Moyns Park ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Moyns_Park_2.jpg/500px-Moyns_Park_2.jpg,,"52.0379, 0.4691"
833,833,http://commons.wikimedia.org/wiki/Category:Mount_Taylor_(New_Mexico),Mount Taylor ,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/MountTaylorNM.jpg/500px-MountTaylorNM.jpg,MX,
834,834,http://commons.wikimedia.org/wiki/Category:Pokrovsky_Monastery_(Moscow),Intercession Monastery ,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Pokrovskiy_stavropigialniy_monastyr.JPG/500px-Pokrovskiy_stavropigialniy_monastyr.JPG,RU,"55.7383, 37.6708"
835,835,http://commons.wikimedia.org/wiki/Category:Wada-jinja_(Kobe),Wada-jinja ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Wada-jinja_%28Kobe%292.jpg/500px-Wada-jinja_%28Kobe%292.jpg,JP,
836,836,http://commons.wikimedia.org/wiki/Category:Fanefjord_Kirke,Fanefjord Church ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Fanefjord_Kirke.JPG/500px-Fanefjord_Kirke.JPG,DK,"54.9013, 12.151"
837,837,http://commons.wikimedia.org/wiki/Category:Furness,Furness ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Wikipedia-logo-v2.svg/500x-Wikipedia-logo-v2.svg.png,,
838,838,"http://commons.wikimedia.org/wiki/Category:Swan_River,_Western_Australia",Swan River ,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/SwanRiverEastFremantle_gobeirne.jpg/500px-SwanRiverEastFremantle_gobeirne.jpg,,"-31.9472, 115.9161"
839,839,http://commons.wikimedia.org/wiki/Category:Nervi,Nervi ,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Nervi_panorama.jpg/500px-Nervi_panorama.jpg,IT,"44.38, 9.03"
840,840,http://commons.wikimedia.org/wiki/Category:St._Martin_(Daiting),St. Martin (Daiting) ,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Daiting_2011-05-16_%282%29.JPG/500px-Daiting_2011-05-16_%282%29.JPG,DE,"48.792955, 10.902524"
841,841,http://commons.wikimedia.org/wiki/Category:Lake_Kezanoiam,Kezenoyam ,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/%D0%9A%D0%B5%D0%B7%D0%B5%D0%BD%D0%BE%D0%B9%D0%B0%D0%BC.jpg/500px-%D0%9A%D0%B5%D0%B7%D0%B5%D0%BD%D0%BE%D0%B9%D0%B0%D0%BC.jpg,RU,"42.7772, 46.1531"
842,842,http://commons.wikimedia.org/wiki/Category:Ch%C3%A2teau_de_Bois-Rouaud,château du Bois-Rouaud ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/500x-OOjs_UI_icon_edit-ltr-progressive.svg.png,,
843,843,http://commons.wikimedia.org/wiki/Category:Finnbergets_luftv%C3%A4rnsst%C3%A4llning,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Finnbergets_luftv%C3%A4rn_sp%C3%A5r_2013.jpg/500px-Finnbergets_luftv%C3%A4rn_sp%C3%A5r_2013.jpg,,
844,844,http://commons.wikimedia.org/wiki/Category:Tune_kirke,Tune Church ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Tune_kyrkje_01.JPG/500px-Tune_kyrkje_01.JPG,NO,"59.2922, 11.0833"
845,845,http://commons.wikimedia.org/wiki/Category:Gomaringen_Castle,Gomaringen Castle ,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Gomaringer_Schloss.jpg/500px-Gomaringer_Schloss.jpg,DE,"48.452902, 9.095821"
846,846,http://commons.wikimedia.org/wiki/Category:Catedral_Nuestra_Se%C3%B1ora_de_la_Asunci%C3%B3n_(Santiago_de_Cuba),"Cathedral Basilica of Our Lady of the Assumption, Santiago de Cuba ",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/SantiagoCathedral.JPG/500px-SantiagoCathedral.JPG,CU,
847,847,http://commons.wikimedia.org/wiki/Category:Old_City_(Knoxville),Old City ,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Knoxville-old-city-s-central-tn2.jpg/500px-Knoxville-old-city-s-central-tn2.jpg,,
848,848,http://commons.wikimedia.org/wiki/Category:Wymondham_Abbey,Wymondham Abbey ,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/WymondhamAbbey.jpg/500px-WymondhamAbbey.jpg,,"52.570396, 1.107395"
849,849,http://commons.wikimedia.org/wiki/Category:Merrimack_Mill_Village_Historic_District,Merrimack Mill Village Historic District ,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/500x-Logo_of_the_United_States_National_Park_Service.svg.png,,
850,850,http://commons.wikimedia.org/wiki/Category:Uppark,Uppark ,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Uppark-Sfront-01.jpg/500px-Uppark-Sfront-01.jpg,,
851,851,http://commons.wikimedia.org/wiki/Category:Yanaida_Nunooyama_Kofun,Yanaidanu-no-Oyama Kofun ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Nunoo_zenkei.jpg/500px-Nunoo_zenkei.jpg,JP,"36.82, 136.99"
852,852,http://commons.wikimedia.org/wiki/Category:Col_de_l'Iseran,Col de l'Iseran ,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Col_de_l%27Iseran_2.jpg/500px-Col_de_l%27Iseran_2.jpg,FR,"45.4169, 7.0308"
853,853,http://commons.wikimedia.org/wiki/Category:Miedziane,Miedziane ,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Czarny_Staw%2C_Miedziane_podpisane.jpg/500px-Czarny_Staw%2C_Miedziane_podpisane.jpg,PL,"49.2, 20"
854,854,http://commons.wikimedia.org/wiki/Category:Passeio_P%C3%BAblico_(Fortaleza),Praça dos Mártires ,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/3%C2%BA_Corredor_do_Passeio_Publico.jpg/500px-3%C2%BA_Corredor_do_Passeio_Publico.jpg,BR,
855,855,http://commons.wikimedia.org/wiki/Category:Prie%C3%9Fnitz_(Elbe),Prießnitz ,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/PriessnitzAlbertstadt1.jpg/500px-PriessnitzAlbertstadt1.jpg,DE,"51.0618, 13.7625"
856,856,http://commons.wikimedia.org/wiki/Category:Belleview-Biltmore_Hotel,Belleview-Biltmore Hotel ,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/500x-Logo_of_the_United_States_National_Park_Service.svg.png,,
857,857,http://commons.wikimedia.org/wiki/Category:Ripaljka,Ripaljka ,"https://maps.wikimedia.org/img/500-intl,15,43.625333,21.853694,250x250.png?lang=en&domain=commons.wikimedia.org&title=Category%3ARipaljka&groups=_6103ebc262b2de027c5b8fb6972e7d43af343c0a",RS,"43.625333, 21.853694"
858,858,http://commons.wikimedia.org/wiki/Category:%C3%89glise_Saint-Jean_de_Strasbourg,église Saint-Jean de Strasbourg ,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Logo_monument_historique_-_noir.svg/500x-Logo_monument_historique_-_noir.svg.png,,"48.5844, 7.7403"
859,859,http://commons.wikimedia.org/wiki/Category:Star%C3%A1_hu%C5%A5_(Adamov),Stará huť ,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Star%C3%A1_hu%C5%A5_u_Adamova.jpg/500px-Star%C3%A1_hu%C5%A5_u_Adamova.jpg,,"49.31, 16.68"
860,860,http://commons.wikimedia.org/wiki/Category:White_House_Kitchen_Garden,White House Vegetable Garden ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Wikipedia-logo-v2.svg/500x-Wikipedia-logo-v2.svg.png,,
861,861,http://commons.wikimedia.org/wiki/Category:Pazhaya_Suriyani_Pally,Pazhaya Suriyani Pally ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Pazhaya_Suriyani_Pally.jpg/500px-Pazhaya_Suriyani_Pally.jpg,IN,"9.323, 76.606"
862,862,http://commons.wikimedia.org/wiki/Category:Fujisaki-hachimangu,Fujisaki Hachimangū ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Fujisakihachimanguu-shrine.jpg/500px-Fujisakihachimanguu-shrine.jpg,JP,"32.8083, 130.7186"
863,863,http://commons.wikimedia.org/wiki/Category:Monument_to_seaman's_wife_in_Odessa,Monument to seaman's wife in Odessa ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Openstreetmap_logo.svg/500x-Openstreetmap_logo.svg.png,,"46.49186, 30.74794"
864,864,http://commons.wikimedia.org/wiki/Category:Sundarbans,Sundarbans ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Openstreetmap_logo.svg/500x-Openstreetmap_logo.svg.png,,"21.733188, 88.868966"
865,865,http://commons.wikimedia.org/wiki/Category:Valiasr_Street,Valiasr Street ,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Vali_Asr_St_during_Nowruz.jpg/500px-Vali_Asr_St_during_Nowruz.jpg,,"35.73, 51.41"
866,866,"http://commons.wikimedia.org/wiki/Category:Saint_Patrick_Church_(Lowell,_Massachusetts)",St. Patrick's Church ,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/500x-Logo_of_the_United_States_National_Park_Service.svg.png,,
867,867,http://commons.wikimedia.org/wiki/Category:Hippodrome_de_Boitsfort,Hippodrome de Boitsfort ,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Hippodrome_de_Boitsfort.JPG/500px-Hippodrome_de_Boitsfort.JPG,BE,"50.795623, 4.39413"
868,868,http://commons.wikimedia.org/wiki/Category:Friolzheimer_Riese,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Openstreetmap_logo.svg/500x-Openstreetmap_logo.svg.png,,"48.865227, 8.813897"
869,869,http://commons.wikimedia.org/wiki/Category:Linville_Falls,Linville Falls ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Linville_Falls-27527-4.jpg/500px-Linville_Falls-27527-4.jpg,,
870,870,http://commons.wikimedia.org/wiki/Category:Walpole_Meetinghouse,Walpole Meetinghouse ,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/500x-Logo_of_the_United_States_National_Park_Service.svg.png,,
871,871,http://commons.wikimedia.org/wiki/Category:Opernhaus_Leipzig,Leipzig Opera House ,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Opernhaus_Leipzig_Langzeitbelichtung_Tag.jpg/500px-Opernhaus_Leipzig_Langzeitbelichtung_Tag.jpg,DE,"51.3403, 12.3814"
872,872,http://commons.wikimedia.org/wiki/Category:Stuttgarter_Rathaus,Rathaus Stuttgart ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Stuttgart_Rathaus01.JPG/500px-Stuttgart_Rathaus01.JPG,DE,"48.775, 9.178"
873,873,http://commons.wikimedia.org/wiki/Category:Detroit_City_Hall,Detroit City Hall ,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/City_Hall_and_Campus_Martius_%28NBY_6256%29.jpg/500px-City_Hall_and_Campus_Martius_%28NBY_6256%29.jpg,,
874,874,http://commons.wikimedia.org/wiki/Category:Daugavpils_fortress,Daugavpils fortress ,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Sev%C3%A4rd.svg/500x-Sev%C3%A4rd.svg.png,,"55.8794, 26.4906"
875,875,http://commons.wikimedia.org/wiki/Category:Liteni_Castle,Liteni Castle ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Cetatea_liteni.jpg/500px-Cetatea_liteni.jpg,RO,"46.6082, 23.4342"
876,876,http://commons.wikimedia.org/wiki/Category:Uzhok_pass,Uzhok pass ,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/PL-UA_Uzok_Pass_01.jpg/500px-PL-UA_Uzok_Pass_01.jpg,UA,"49.0028, 22.8875"
877,877,http://commons.wikimedia.org/wiki/Category:Kiltsi_manor,Kiltsi Manor ,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/System-search.svg/500x-System-search.svg.png,,"59.077503, 26.194347"
878,878,http://commons.wikimedia.org/wiki/Category:Georgenkirche_Waren,Georgenkirche Waren ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Waren_%28M%C3%BCritz%29_St._Georgenkirche_2010.jpg/500px-Waren_%28M%C3%BCritz%29_St._Georgenkirche_2010.jpg,DE,"53.5135, 12.686"
879,879,http://commons.wikimedia.org/wiki/Category:Sorsdal_Glacier,Sørsdal Glacier ,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/NASA_Landsat_SorsdalGlacier_Bands432.jpg/500px-NASA_Landsat_SorsdalGlacier_Bands432.jpg,,"-68.6833, 78.25"
880,880,http://commons.wikimedia.org/wiki/Category:Forest_Recreation_Ground,Forest Recreation Ground ,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Autumn_leaves_on_The_Forest_-_geograph.org.uk_-_604540.jpg/500px-Autumn_leaves_on_The_Forest_-_geograph.org.uk_-_604540.jpg,,
881,881,http://commons.wikimedia.org/wiki/Category:Sophienberg_Palace,Sophienberg ,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Prospect_af_Sophienberg-Slott_i_S%C3%A6dland_1758_af_J.J._Bruun.jpg/500px-Prospect_af_Sophienberg-Slott_i_S%C3%A6dland_1758_af_J.J._Bruun.jpg,DK,"55.8995, 12.5328"
882,882,http://commons.wikimedia.org/wiki/Category:Schanzengraben,Schanzengraben Zürich ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Z%C3%BCrich_-_Schanzengraben_IMG_0647.JPG/500px-Z%C3%BCrich_-_Schanzengraben_IMG_0647.JPG,CH,"47.37, 8.53"
883,883,http://commons.wikimedia.org/wiki/Category:Basilica_di_Superga_(Turin),Basilica of Superga ,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Basilica_di_Superga_%28Turin%29.jpg/500px-Basilica_di_Superga_%28Turin%29.jpg,IT,"45.08062, 7.76737"
884,884,http://commons.wikimedia.org/wiki/Category:Lincoln_National_Forest,Lincoln National Forest ,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Terrain.JPG/500px-Terrain.JPG,MX,
885,885,http://commons.wikimedia.org/wiki/Category:Zoo_Heidelberg,Heidelberg Zoo ,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Heidelberg_Tiergarten_Haupteingang.JPG/500px-Heidelberg_Tiergarten_Haupteingang.JPG,DE,"49.4153, 8.6608"
886,886,"http://commons.wikimedia.org/wiki/Category:Antonsh%C3%B6he,_Vienna",Antonshöhe ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Denkmalschutz-AT.svg/500x-Denkmalschutz-AT.svg.png,,"48.1491, 16.2445"
887,887,http://commons.wikimedia.org/wiki/Category:Cache_Creek_(Sacramento_River),Cache Creek ,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/CacheCreek.jpg/500px-CacheCreek.jpg,,
888,888,http://commons.wikimedia.org/wiki/Category:Tomb_of_the_prophets_Haggai_and_Malachi,"Tomb of the Prophets Haggai, Zechariah and Malachi ",https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/C%2BB-Tombs-Fig3-TombOfTheProphets.PNG/500px-C%2BB-Tombs-Fig3-TombOfTheProphets.PNG,IL,"31.776654, 35.243138"
889,889,"http://commons.wikimedia.org/wiki/Category:Letitia_Street_House,_Philadelphia",Letitia Street House ,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/500x-Logo_of_the_United_States_National_Park_Service.svg.png,,
890,890,http://commons.wikimedia.org/wiki/Category:M%C3%BAzeum_Tatransk%C3%A9ho_n%C3%A1rodn%C3%A9ho_parku,Múzeum Tatranského národného parku ,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Tatranska_Lomnica_0478.jpg/500px-Tatranska_Lomnica_0478.jpg,SK,"49.166554, 20.284169"
891,891,http://commons.wikimedia.org/wiki/Category:Pukapuka,Pukapuka ,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Pukapuka_Atoll.jpg/500px-Pukapuka_Atoll.jpg,,
892,892,http://commons.wikimedia.org/wiki/Category:Presbyterian_Church_on_Edisto_Island,Edisto Island Presbyterian Church ,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/500x-Logo_of_the_United_States_National_Park_Service.svg.png,,
893,893,http://commons.wikimedia.org/wiki/Category:Monnaie_de_Paris,Monnaie de Paris ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Monnaie_de_Paris.jpg/500px-Monnaie_de_Paris.jpg,FR,"48.8566, 2.339"
894,894,http://commons.wikimedia.org/wiki/Category:Z%C3%A1b%C5%99eh_(Ostrava),Zábřeh ,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Ostrava%2C_Z%C3%A1b%C5%99eh%2C_St%C5%99edo%C5%A1kolsk%C3%A1_3.jpg/500px-Ostrava%2C_Z%C3%A1b%C5%99eh%2C_St%C5%99edo%C5%A1kolsk%C3%A1_3.jpg,,"49.8075, 18.2378"
